,kepoi_name,koi_prad,koi_insol,koi_score,size_category
2958,K02998.01,2.82,24.03,1.0,super-earth-like
2956,K02996.01,1.77,29.83,1.0,super-earth-like
2951,K00352.01,3.25,57.77,1.0,neptune-like
2946,K00296.01,2.53,35.56,1.0,super-earth-like
2944,K00295.01,1.94,351.52,1.0,super-earth-like
1786,K02285.01,2.79,16.61,1.0,super-earth-like
1783,K02205.01,2.78,14.78,1.0,super-earth-like
1781,K02202.01,1.14,1945.44,1.0,earth-like
1778,K02126.01,2.12,32.4,1.0,super-earth-like
1771,K02369.01,2.64,117.97,1.0,super-earth-like
1769,K02282.01,2.13,422.14,1.0,super-earth-like
1767,K02280.01,4.53,49.09,1.0,neptune-like
1765,K02279.01,2.0,49.65,1.0,super-earth-like
1764,K02200.01,1.69,321.28,1.0,super-earth-like
1761,K02193.01,1.53,170.59,1.0,super-earth-like
1804,K02212.01,3.64,102.24,1.0,neptune-like
1801,K00232.02,2.27,426.48,1.0,super-earth-like
1800,K02208.01,0.97,1106.25,1.0,earth-like
1797,K02131.01,2.31,167.88,1.0,super-earth-like
1795,K02129.01,1.77,183.26,1.0,super-earth-like
1792,K02355.01,1.58,707.61,1.0,super-earth-like
1789,K02286.01,2.21,29.69,1.0,super-earth-like
2933,K00281.01,2.45,95.35,1.0,super-earth-like
2932,K00042.01,2.43,132.94,1.0,super-earth-like
2930,K02990.01,1.7,100.91,1.0,super-earth-like
2926,K00349.01,2.54,85.46,1.0,super-earth-like
2925,K00348.01,3.27,7.55,1.0,neptune-like
2923,K00292.01,1.44,735.48,1.0,earth-like
2920,K00291.02,2.04,277.89,1.0,super-earth-like
2905,K00346.01,2.62,34.95,1.0,super-earth-like
2904,K00345.01,2.81,9.95,1.0,super-earth-like
2903,K00344.01,2.87,13.46,1.0,super-earth-like
1836,K02140.01,2.26,13.45,1.0,super-earth-like
1829,K00237.01,2.6,161.66,1.0,super-earth-like
1825,K02293.01,1.7,47.32,1.0,super-earth-like
1820,K02213.01,1.6,198.43,1.0,super-earth-like
2900,K00289.02,7.56,2.88,1.0,Gas-Giant
2893,K03063.01,1.94,113.88,1.0,super-earth-like
2887,K00280.01,2.25,131.55,1.0,super-earth-like
2885,K00343.02,1.94,1535.09,1.0,super-earth-like
2884,K00343.01,2.75,491.37,1.0,super-earth-like
2883,K00341.02,1.74,260.54,1.0,super-earth-like
2882,K00341.01,2.73,148.09,1.0,super-earth-like
2873,K03057.02,2.06,89.65,1.0,super-earth-like
2868,K02977.01,1.02,1228.07,1.0,earth-like
2865,K00339.02,2.55,149.42,1.0,super-earth-like
2864,K00339.01,2.1,1808.41,1.0,super-earth-like
2862,K00338.01,1.5,70.32,1.0,earth-like
2860,K00337.01,2.1,59.39,1.0,super-earth-like
2840,K00333.01,4.03,423.65,1.0,neptune-like
2839,K00332.01,1.91,344.32,1.0,super-earth-like
2837,K03131.01,1.21,83.14,1.0,earth-like
2831,K03048.01,0.97,198.57,1.0,earth-like
1859,K02148.02,1.59,292.19,1.0,super-earth-like
1858,K02148.01,1.83,158.22,1.0,super-earth-like
1857,K00226.01,2.42,73.53,1.0,super-earth-like
1856,K02147.01,2.01,20.61,1.0,super-earth-like
1855,K02146.01,1.48,263.92,1.0,earth-like
1852,K02073.02,1.92,93.41,1.0,super-earth-like
1850,K02072.01,1.23,2636.85,1.0,earth-like
1844,K02220.01,1.79,1093.39,1.0,super-earth-like
1842,K00232.03,2.18,73.42,1.0,super-earth-like
1840,K02218.01,1.75,292.33,1.0,super-earth-like
1839,K02145.01,1.8,182.69,1.0,super-earth-like
1883,K00232.04,2.39,34.55,1.0,super-earth-like
1874,K02078.01,2.14,8.3,1.0,super-earth-like
1871,K02074.01,3.13,9.56,1.0,neptune-like
1865,K02303.01,1.6,842.45,1.0,super-earth-like
1864,K02223.01,1.6,898.79,1.0,super-earth-like
1861,K02220.03,1.73,2278.95,1.0,super-earth-like
2825,K00069.01,1.56,264.08,1.0,super-earth-like
2823,K00393.01,2.09,74.2,1.0,super-earth-like
2822,K00331.01,3.64,113.34,1.0,neptune-like
2820,K00330.01,1.85,212.75,1.0,super-earth-like
2818,K00049.01,2.74,145.51,1.0,super-earth-like
2816,K03127.01,2.07,237.46,1.0,super-earth-like
2806,K00387.01,2.46,17.37,1.0,super-earth-like
2803,K00386.01,3.56,39.46,1.0,neptune-like
2801,K00327.02,1.57,7.93,1.0,super-earth-like
2800,K00327.01,1.38,675.56,1.0,earth-like
1912,K02316.01,2.05,85.15,1.0,super-earth-like
1910,K02314.01,2.67,56.97,1.0,super-earth-like
1909,K02313.01,2.14,64.75,1.0,super-earth-like
1905,K02229.01,2.54,54.74,1.0,super-earth-like
1902,K02156.01,1.66,34.95,1.0,super-earth-like
1901,K02155.01,2.11,300.07,1.0,super-earth-like
1894,K02080.02,2.96,22.32,1.0,super-earth-like
1886,K02308.01,2.55,22.43,1.0,super-earth-like
1885,K00238.01,2.79,105.47,1.0,super-earth-like
2786,K00385.01,1.59,56.15,1.0,super-earth-like
2785,K00384.01,3.95,1851.94,1.0,neptune-like
2779,K00323.01,1.92,144.5,1.0,super-earth-like
2772,K03113.01,1.03,208.54,1.0,earth-like
2764,K00392.01,2.98,53.18,1.0,super-earth-like
2759,K00321.01,1.41,679.12,1.0,earth-like
1938,K02090.01,1.69,27.41,1.0,super-earth-like
1931,K02318.01,1.25,32.45,1.0,earth-like
1928,K00232.05,2.22,20.49,1.0,super-earth-like
1925,K02236.01,4.22,63.67,1.0,neptune-like
1924,K02162.01,1.68,4.64,1.0,super-earth-like
1922,K02160.01,2.89,86.37,1.0,super-earth-like
1915,K00222.01,2.0,25.94,1.0,super-earth-like
2736,K00316.02,2.63,3.53,1.0,super-earth-like
2735,K00316.01,2.62,75.61,1.0,super-earth-like
2715,K00314.02,1.24,3.1,1.0,earth-like
2714,K00314.01,1.42,6.17,1.0,earth-like
2713,K00313.02,1.5,71.51,1.0,earth-like
2712,K00313.01,2.1,24.66,1.0,super-earth-like
2707,K03097.03,0.72,188.7,1.0,earth-like
2694,K00369.02,1.59,283.38,1.0,super-earth-like
2693,K00312.01,2.06,193.48,1.0,super-earth-like
2689,K00307.02,1.18,354.82,1.0,earth-like
1963,K02168.02,1.87,122.54,1.0,super-earth-like
1958,K00222.02,1.6,10.1,1.0,super-earth-like
1956,K02092.02,4.0,47.94,1.0,neptune-like
1955,K00239.01,4.59,379.36,1.0,neptune-like
1952,K02327.01,1.73,194.26,1.0,super-earth-like
1950,K02246.01,1.33,90.77,1.0,earth-like
1949,K02245.01,2.45,32.52,1.0,super-earth-like
1948,K02243.01,2.34,705.79,1.0,super-earth-like
1945,K02167.01,5.09,69.79,1.0,neptune-like
1943,K00229.01,5.81,507.91,1.0,neptune-like
1942,K02164.01,1.65,231.12,1.0,super-earth-like
2677,K00369.01,1.59,583.47,1.0,super-earth-like
2672,K00046.01,5.64,1033.07,1.0,neptune-like
2671,K00307.01,1.78,60.37,1.0,super-earth-like
2670,K00306.01,2.14,18.87,1.0,super-earth-like
2669,K00305.01,1.51,101.65,1.0,super-earth-like
2666,K00285.01,3.63,213.84,1.0,neptune-like
2654,K00361.01,1.41,460.67,1.0,earth-like
2650,K00304.01,2.14,117.11,1.0,super-earth-like
2648,K00302.01,7.61,339.33,1.0,Gas-Giant
1997,K02409.01,1.42,2239.26,1.0,earth-like
1966,K02247.01,0.79,67.7,1.0,earth-like
2647,K00301.02,1.32,213.39,1.0,earth-like
2646,K00301.01,2.33,504.79,1.0,super-earth-like
2645,K02762.01,2.51,0.8,1.0,super-earth-like
2638,K02699.01,1.49,2473.19,1.0,earth-like
2630,K02839.01,1.27,88.91,1.0,earth-like
2629,K00271.02,2.5,55.98,1.0,super-earth-like
2626,K02837.01,2.88,672.06,1.0,super-earth-like
2029,K02491.01,1.48,581.38,1.0,earth-like
2020,K02413.02,1.47,6.44,1.0,earth-like
2013,K02561.01,0.77,511.14,1.0,earth-like
2011,K02559.01,1.21,164.38,1.0,earth-like
2009,K00250.02,2.64,5.17,1.0,super-earth-like
2003,K02413.01,1.49,20.91,1.0,earth-like
1999,K00244.01,4.75,180.23,1.0,neptune-like
2617,K00260.01,1.34,244.59,1.0,earth-like
2615,K02694.01,1.7,1329.99,1.0,super-earth-like
2609,K02836.01,1.22,225.15,1.0,earth-like
2607,K02834.01,2.35,0.89,1.0,super-earth-like
2581,K02747.01,1.55,101.27,1.0,super-earth-like
2577,K02688.01,5.15,36.05,1.0,neptune-like
2575,K00041.01,2.26,183.68,1.0,super-earth-like
2561,K02743.01,1.32,66.33,1.0,earth-like
2551,K02894.01,1.27,90.1,1.0,earth-like
2546,K02820.01,1.22,452.27,1.0,earth-like
2541,K02739.01,1.98,140.75,1.0,super-earth-like
2063,K02423.01,2.32,31.54,1.0,super-earth-like
2062,K02422.01,1.59,17.69,1.0,super-earth-like
2052,K00250.03,1.21,42.68,1.0,earth-like
2048,K02494.01,2.33,108.48,1.0,super-earth-like
2047,K02493.01,1.6,1894.94,1.0,super-earth-like
2046,K02492.01,1.49,7044.68,1.0,earth-like
2042,K00244.02,2.53,465.61,1.0,super-earth-like
2041,K02417.01,2.89,3.42,1.0,super-earth-like
2536,K02681.01,6.01,1.8,1.0,Gas-Giant
2529,K00274.02,1.29,119.6,1.0,earth-like
2527,K02817.01,1.35,2030.16,1.0,earth-like
2526,K02816.01,1.38,1040.23,1.0,earth-like
2522,K02736.01,2.39,26.22,1.0,super-earth-like
2519,K02733.01,1.45,84.01,1.0,earth-like
2518,K00262.02,1.89,379.3,1.0,super-earth-like
2517,K02678.01,2.25,247.8,1.0,super-earth-like
2513,K02675.01,2.17,215.95,1.0,super-earth-like
2512,K02886.01,1.24,1419.46,1.0,earth-like
2509,K02883.01,2.1,17.92,1.0,super-earth-like
2503,K00270.01,1.53,167.41,1.0,super-earth-like
2500,K02732.01,1.38,480.26,1.0,earth-like
2096,K02668.01,1.4,2982.78,1.0,earth-like
2092,K02580.01,1.59,375.55,1.0,super-earth-like
2089,K02506.01,1.79,191.84,1.0,super-earth-like
2078,K02652.01,2.94,61.87,1.0,super-earth-like
2077,K00255.01,2.47,2.28,1.0,super-earth-like
2067,K00248.01,2.25,15.87,1.0,super-earth-like
2497,K02729.01,1.96,112.85,1.0,super-earth-like
2487,K00274.01,1.42,207.64,1.0,earth-like
2486,K00041.03,1.55,47.52,1.0,super-earth-like
2475,K00279.01,6.08,82.7,1.0,Gas-Giant
2471,K02956.01,1.36,3388.82,1.0,earth-like
2459,K00262.01,1.68,483.06,1.0,super-earth-like
2135,K00004.01,12.94,4055.29,1.0,Gas-Giant
2132,K02589.01,1.19,1998.48,1.0,earth-like
2125,K00245.02,0.72,23.89,1.0,earth-like
2121,K02660.01,2.39,82.38,1.0,super-earth-like
2116,K02588.01,1.5,30.22,1.0,earth-like
2114,K02586.01,1.66,955.16,1.0,super-earth-like
2109,K00248.02,2.13,9.12,1.0,super-earth-like
2106,K02433.02,2.94,193.39,1.0,super-earth-like
2104,K02432.01,1.85,12.57,1.0,super-earth-like
2456,K02722.02,1.44,177.7,1.0,earth-like
2447,K02869.01,1.43,1341.9,1.0,earth-like
2446,K02868.01,2.2,69.81,1.0,super-earth-like
2440,K02792.01,0.7,1831.55,1.0,earth-like
2438,K02721.01,3.52,24.0,1.0,neptune-like
2436,K02719.01,1.93,151.55,1.0,super-earth-like
2434,K02717.01,1.48,6514.57,1.0,earth-like
2428,K00273.01,2.07,120.25,1.0,super-earth-like
2160,K00257.01,2.63,321.63,1.0,super-earth-like
2159,K02672.02,3.32,14.33,1.0,neptune-like
2154,K02593.01,0.98,138.25,1.0,earth-like
2153,K02521.01,2.64,13.5,1.0,super-earth-like
2152,K00248.03,1.57,62.42,1.0,super-earth-like
2145,K02439.01,1.92,462.91,1.0,super-earth-like
2138,K02662.01,0.79,45.34,1.0,earth-like
2137,K00251.01,2.54,28.75,1.0,super-earth-like
2423,K02790.01,0.98,34.32,1.0,earth-like
2422,K02789.01,1.34,552.42,1.0,earth-like
2419,K02785.01,1.78,522.81,1.0,super-earth-like
2417,K00261.01,2.76,60.35,1.0,super-earth-like
2416,K02716.01,1.52,1828.67,1.0,super-earth-like
2414,K02715.02,2.1,55.76,1.0,super-earth-like
2404,K02859.01,0.7,251.24,1.0,earth-like
2399,K02778.01,1.7,638.56,1.0,super-earth-like
2398,K02715.01,4.04,6.52,1.0,neptune-like
2186,K02448.01,3.28,39.48,1.0,neptune-like
2184,K00241.03,1.06,149.88,1.0,earth-like
2386,K02857.01,2.12,82.92,1.0,super-earth-like
2375,K02711.01,1.62,183.39,1.0,super-earth-like
2374,K00260.03,1.51,92.0,1.0,super-earth-like
2371,K00277.01,3.54,174.1,1.0,neptune-like
2360,K00041.02,1.3,420.97,1.0,earth-like
2349,K02926.01,2.21,8.39,1.0,super-earth-like
2344,K02849.01,1.02,153.48,1.0,earth-like
2343,K00271.03,1.46,144.45,1.0,earth-like
2340,K02845.01,0.93,234.92,1.0,earth-like
2333,K02705.01,1.24,22.75,1.0,earth-like
2331,K02704.01,1.56,3.18,1.0,super-earth-like
2330,K00260.02,2.51,12.07,1.0,super-earth-like
2329,K02703.01,2.72,0.39,1.0,super-earth-like
2321,K02842.01,1.73,41.85,1.0,super-earth-like
2239,K00252.01,2.64,4.07,1.0,super-earth-like
2237,K00249.01,1.57,4.62,1.0,super-earth-like
2229,K02461.01,2.47,49.26,1.0,super-earth-like
2316,K02482.01,2.44,13.27,1.0,super-earth-like
2309,K02406.01,3.76,1054.63,1.0,neptune-like
2306,K02632.01,1.36,839.5,1.0,earth-like
2296,K00246.02,0.91,185.15,1.0,earth-like
2292,K02473.01,1.84,283.66,1.0,super-earth-like
2291,K02472.01,2.07,993.79,1.0,super-earth-like
2279,K00250.01,2.83,8.14,1.0,super-earth-like
2274,K02544.01,2.38,25.54,1.0,super-earth-like
2261,K02619.01,1.71,482.56,1.0,super-earth-like
2259,K02617.01,1.43,70.63,1.0,earth-like
2253,K00246.01,2.21,398.33,1.0,super-earth-like
6,K00756.02,2.77,427.65,1.0,super-earth-like
7606,K02926.04,2.25,1.88,1.0,super-earth-like
7588,K02926.03,2.38,4.11,1.0,super-earth-like
7556,K02210.02,3.23,0.71,1.0,neptune-like
7554,K06166.02,4.81,340.06,1.0,neptune-like
7553,K06166.01,5.41,151.44,1.0,neptune-like
7426,K06233.01,2.25,76.54,1.0,super-earth-like
7420,K06228.01,1.88,31.86,1.0,super-earth-like
7392,K06132.02,5.83,537.4,1.0,neptune-like
7249,K04032.04,0.85,304.8,1.0,earth-like
31,K00773.01,2.82,18.53,1.0,super-earth-like
27,K00769.01,2.3,247.87,1.0,super-earth-like
26,K00751.01,2.78,166.95,1.0,super-earth-like
25,K00750.01,2.95,18.64,1.0,super-earth-like
21,K00749.01,2.55,168.99,1.0,super-earth-like
19,K00747.01,2.85,50.04,1.0,super-earth-like
18,K00746.01,2.47,41.85,1.0,super-earth-like
13,K00112.02,1.16,500.46,1.0,earth-like
11,K00002.01,16.1,4148.92,1.0,Gas-Giant
9,K00757.01,5.76,30.75,1.0,neptune-like
6842,K05475.01,2.41,4.4,0.999,super-earth-like
6774,K05827.01,0.79,337.78,0.999,earth-like
6077,K02793.02,1.4,66.95,0.999,earth-like
5968,K01951.01,35.34,1769.88,0.999,
6024,K00351.05,1.53,224.47,0.999,super-earth-like
149,K00850.01,8.24,61.16,0.999,Gas-Giant
137,K00834.01,7.89,67.65,0.999,Gas-Giant
5953,K02135.03,1.34,298.03,0.999,earth-like
2285,K02626.01,1.58,0.81,0.999,super-earth-like
5377,K03925.03,2.69,438.71,0.999,super-earth-like
2211,K02457.01,1.45,2708.57,0.999,earth-like
2216,K02534.01,1.62,1148.47,0.999,super-earth-like
2225,K02387.01,1.87,1333.35,0.999,super-earth-like
2327,K00276.01,2.4,27.58,0.999,super-earth-like
156,K00842.02,2.64,5.88,0.999,super-earth-like
5732,K02728.01,6.3,182.91,0.999,Gas-Giant
5782,K02614.01,1.97,361.73,0.999,super-earth-like
296,K00127.01,10.43,406.6,0.999,Gas-Giant
272,K00931.01,13.61,508.65,0.999,Gas-Giant
5165,K01833.03,1.51,40.66,0.999,super-earth-like
2348,K02924.01,0.87,374.78,0.999,earth-like
5169,K03346.01,1.53,88.9,0.999,super-earth-like
2164,K02674.03,1.36,1842.18,0.999,earth-like
245,K00899.02,0.91,22.19,0.999,earth-like
249,K00911.02,3.43,6.09,0.999,neptune-like
226,K00889.01,10.51,83.21,0.999,Gas-Giant
5313,K03680.01,11.49,3.62,0.999,Gas-Giant
5364,K03762.01,10.31,3.22,0.999,Gas-Giant
2389,K02931.01,2.17,1.93,0.999,super-earth-like
244,K00899.01,1.16,8.01,0.999,earth-like
3538,K00664.02,1.32,220.8,0.999,earth-like
712,K01432.03,1.29,593.23,0.999,earth-like
3759,K04103.01,2.41,1.21,0.999,super-earth-like
4052,K04383.01,0.94,552.7,0.999,earth-like
2431,K02963.01,1.78,90.43,0.999,super-earth-like
2148,K02442.01,1.95,16.34,0.999,super-earth-like
3980,K04234.01,1.34,239.39,0.999,earth-like
3666,K04146.01,0.8,254.49,0.999,earth-like
3810,K04054.01,2.21,1.31,0.999,super-earth-like
3896,K04288.01,0.73,356.49,0.999,earth-like
3963,K04301.01,1.57,248.62,0.999,super-earth-like
410,K01194.03,1.23,54.8,0.999,earth-like
4608,K03237.01,2.46,27.02,0.999,super-earth-like
437,K00991.01,1.62,74.8,0.999,super-earth-like
380,K01053.01,1.54,2174.33,0.999,super-earth-like
434,K01203.01,3.7,23.82,0.999,neptune-like
5057,K03468.01,3.22,206.73,0.999,neptune-like
2195,K00248.04,1.53,4.48,0.999,super-earth-like
315,K01102.04,2.07,686.99,0.999,super-earth-like
930,K01413.02,1.36,35.03,0.999,earth-like
911,K01218.01,1.74,26.79,0.999,super-earth-like
908,K01215.02,3.13,86.38,0.999,neptune-like
902,K01404.01,1.26,4.83,0.999,earth-like
3495,K00707.03,3.55,75.59,0.999,neptune-like
3512,K00710.03,1.29,1448.04,0.999,earth-like
773,K01377.01,1.74,160.18,0.999,super-earth-like
833,K01332.02,2.22,485.84,0.999,super-earth-like
3462,K00739.01,1.39,135.97,0.999,earth-like
702,K01307.01,3.35,16.35,0.999,neptune-like
2115,K02587.01,1.13,80.34,0.999,earth-like
2458,K02722.04,1.27,241.79,0.999,earth-like
3607,K00624.02,2.91,11.09,0.999,super-earth-like
2484,K02805.01,0.78,1977.35,0.999,earth-like
543,K00945.02,2.7,26.34,0.999,super-earth-like
3629,K00680.01,26.52,1986.75,0.999,
3583,K00097.01,16.66,1182.79,0.999,Gas-Giant
3580,K00719.03,1.18,3.19,0.999,earth-like
3574,K00671.02,1.65,401.08,0.999,super-earth-like
3536,K00094.04,1.5,971.76,0.999,earth-like
627,K01162.01,3.08,3.53,0.999,neptune-like
3578,K00111.01,2.35,124.31,0.999,super-earth-like
671,K01427.01,1.5,61.24,0.999,earth-like
1879,K02152.01,2.35,18.08,0.999,super-earth-like
1803,K02210.01,1.68,215.06,0.999,super-earth-like
1798,K02132.01,3.04,8.99,0.999,neptune-like
1837,K02143.01,1.01,183.02,0.999,earth-like
1770,K02368.01,1.53,126.94,0.999,super-earth-like
1441,K01909.01,1.49,107.96,0.999,earth-like
1489,K02055.01,2.56,158.43,0.999,super-earth-like
3116,K00542.01,3.28,20.05,0.999,neptune-like
1551,K01790.01,7.7,4.36,0.999,Gas-Giant
1276,K00179.01,4.24,95.68,0.999,neptune-like
1324,K01601.01,1.97,119.01,0.999,super-earth-like
1305,K01702.01,1.0,30.85,0.999,earth-like
2644,K00265.01,1.36,926.89,0.999,earth-like
2036,K00254.01,10.6,67.3,0.999,Gas-Giant
1395,K01832.03,2.62,14.55,0.999,super-earth-like
1353,K00199.01,16.91,1539.0,0.999,Gas-Giant
3120,K00598.02,1.71,11.42,0.999,super-earth-like
1530,K01783.01,10.52,6.81,0.999,Gas-Giant
1529,K02007.01,2.94,275.53,0.999,super-earth-like
1526,K02004.01,2.56,15.13,0.999,super-earth-like
1520,K01925.01,1.11,6.17,0.999,earth-like
3159,K00546.02,2.66,180.36,0.999,super-earth-like
1473,K01848.01,3.33,20.99,0.999,neptune-like
3345,K00474.02,2.7,38.82,0.999,super-earth-like
3336,K00571.04,1.15,2.44,0.999,earth-like
1100,K01738.01,1.07,202.48,0.999,earth-like
1105,K01750.01,1.35,118.09,0.999,earth-like
1113,K01567.04,2.75,5.45,0.999,super-earth-like
2587,K00271.01,2.48,28.6,0.999,super-earth-like
1157,K01647.01,2.53,143.33,0.999,super-earth-like
1070,K01563.02,3.21,66.47,0.999,neptune-like
1045,K00174.01,2.59,3.63,0.999,super-earth-like
3358,K00573.02,1.63,1082.28,0.999,super-earth-like
3401,K00633.01,3.25,3.27,0.999,neptune-like
3385,K00631.01,9.11,136.4,0.999,Gas-Giant
1074,K01616.01,1.66,124.53,0.999,super-earth-like
1044,K01495.01,2.74,62.88,0.999,super-earth-like
2056,K02647.01,1.94,86.5,0.999,super-earth-like
2570,K02898.01,2.44,42.01,0.999,super-earth-like
921,K01344.01,1.37,684.07,0.999,earth-like
928,K01412.01,3.04,36.25,0.999,neptune-like
7475,K06145.02,3.73,81.91,0.999,neptune-like
2863,K00338.02,0.73,207.72,0.999,earth-like
2795,K03122.01,1.28,717.7,0.999,earth-like
1745,K02274.01,2.48,58.26,0.999,super-earth-like
2755,K00317.01,3.02,98.36,0.999,neptune-like
2949,K00351.03,2.84,17.26,0.999,super-earth-like
1737,K02115.01,2.69,31.13,0.999,super-earth-like
1694,K02344.01,0.98,447.97,0.999,earth-like
1565,K01933.01,3.28,14.57,0.999,neptune-like
1872,K02075.01,1.44,2154.14,0.999,earth-like
1866,K02304.01,1.64,94.84,0.999,super-earth-like
90,K00814.01,2.32,19.45,0.999,super-earth-like
1853,K02073.03,2.51,26.05,0.999,super-earth-like
1880,K02224.01,1.48,383.51,0.999,earth-like
3006,K00070.04,0.84,174.3,0.999,earth-like
1729,K02273.01,0.93,378.84,0.999,earth-like
1677,K02103.01,1.26,716.3,0.999,earth-like
2733,K00314.03,0.59,9.07,0.999,earth-like
1711,K02346.01,2.69,21.09,0.999,super-earth-like
1708,K02264.01,1.51,13.17,0.999,super-earth-like
2996,K00574.02,1.5,49.86,0.999,earth-like
1641,K01883.01,1.36,2012.12,0.999,earth-like
1680,K02173.01,1.21,6.09,0.999,earth-like
1541,K01930.01,2.38,241.58,0.999,super-earth-like
2682,K00282.02,1.02,220.05,0.999,earth-like
1589,K00217.01,12.78,282.59,0.999,Gas-Giant
1666,K02252.01,2.32,320.19,0.999,super-earth-like
1947,K02242.01,1.94,771.02,0.999,super-earth-like
2696,K00063.01,5.73,92.39,0.999,neptune-like
2695,K00370.01,3.61,59.6,0.999,neptune-like
4155,K04337.01,0.93,149.41,0.998,earth-like
5024,K00352.02,2.99,116.46,0.998,super-earth-like
5810,K02167.03,3.73,15.15,0.998,neptune-like
132,K00117.04,1.06,314.15,0.998,earth-like
2300,K02552.01,1.32,828.52,0.998,earth-like
109,K00829.02,2.76,135.66,0.998,super-earth-like
6103,K03478.01,2.97,37.3,0.998,super-earth-like
2227,K02458.01,1.63,279.53,0.998,super-earth-like
2311,K02408.01,2.11,4.39,0.998,super-earth-like
2303,K02628.01,1.27,2432.14,0.998,earth-like
6165,K04928.01,4.91,20.06,0.998,neptune-like
2412,K02951.01,0.67,574.37,0.998,earth-like
2139,K02664.01,2.66,13.77,0.998,super-earth-like
4065,K02485.02,1.36,174.45,0.998,earth-like
3978,K04232.01,1.06,851.6,0.998,earth-like
478,K01198.03,3.02,47.96,0.998,neptune-like
502,K01002.01,1.17,421.61,0.998,earth-like
507,K01072.01,1.95,81.77,0.998,super-earth-like
2397,K02714.02,2.1,30.22,0.998,super-earth-like
4909,K03439.01,2.19,32.24,0.998,super-earth-like
345,K01176.01,8.78,76.1,0.998,Gas-Giant
310,K00938.02,1.45,2031.84,0.998,earth-like
299,K00934.02,2.58,90.65,0.998,super-earth-like
2173,K02523.01,2.88,84.94,0.998,super-earth-like
5470,K01905.03,1.15,7.82,0.998,earth-like
5426,K02094.02,2.79,1.83,0.998,super-earth-like
206,K00877.03,1.42,7.24,0.998,earth-like
2205,K02383.01,1.56,475.39,0.998,super-earth-like
5283,K03901.01,6.67,9.68,0.998,Gas-Giant
246,K00899.03,1.11,2.86,0.998,earth-like
2365,K02852.01,1.36,4473.06,0.998,earth-like
5195,K03352.01,1.68,129.28,0.998,super-earth-like
2353,K02707.02,1.68,84.28,0.998,super-earth-like
2352,K02707.01,3.21,13.17,0.998,neptune-like
896,K01282.01,3.01,72.05,0.998,neptune-like
820,K01445.01,1.61,469.56,0.998,super-earth-like
713,K01432.04,1.77,19.24,0.998,super-earth-like
3550,K00612.02,2.33,6.46,0.998,super-earth-like
556,K01148.02,1.71,77.24,0.998,super-earth-like
535,K00148.03,2.0,9.54,0.998,super-earth-like
667,K01361.01,2.19,1.31,0.998,super-earth-like
1493,K00201.01,9.0,360.46,0.998,Gas-Giant
2624,K02757.01,2.56,1.2,0.998,super-earth-like
1301,K00186.01,12.91,563.17,0.998,Gas-Giant
3260,K00564.03,1.81,343.21,0.998,super-earth-like
1347,K02033.01,1.57,24.87,0.998,super-earth-like
1437,K00200.01,14.31,421.03,0.998,Gas-Giant
1342,K01955.01,2.47,158.23,0.998,super-earth-like
1390,K02038.04,1.19,23.05,0.998,earth-like
1309,K01707.01,4.01,6.59,0.998,neptune-like
2005,K02485.01,1.68,44.77,0.998,super-earth-like
1102,K01746.01,2.41,127.75,0.998,super-earth-like
1061,K01727.01,5.12,10.16,0.998,neptune-like
1009,K00157.04,2.52,16.41,0.998,super-earth-like
914,K01283.01,1.44,331.65,0.998,earth-like
1035,K01608.02,1.61,72.32,0.998,super-earth-like
2044,K02419.01,3.41,189.48,0.998,neptune-like
2597,K02693.01,1.0,77.0,0.998,earth-like
1199,K00191.01,10.89,45.46,0.998,Gas-Giant
1198,K01584.01,1.44,33.99,0.998,earth-like
3322,K00471.02,1.36,159.24,0.998,earth-like
1188,K01522.01,2.48,26.73,0.998,super-earth-like
1356,K00205.01,7.94,44.89,0.998,Gas-Giant
3206,K00505.04,1.45,57.48,0.998,earth-like
1235,K01589.01,2.86,222.19,0.998,super-earth-like
3278,K00510.04,3.26,21.57,0.998,neptune-like
1542,K01930.02,2.3,112.64,0.998,super-earth-like
1445,K01979.01,1.38,675.86,0.998,earth-like
1424,K01975.01,2.4,164.9,0.998,super-earth-like
1715,K02110.01,1.55,720.22,0.998,super-earth-like
1671,K02338.01,2.72,8.57,0.998,super-earth-like
2729,K03101.01,1.73,95.22,0.998,super-earth-like
1702,K02179.01,1.59,5.51,0.998,super-earth-like
1698,K02108.01,3.06,21.06,0.998,neptune-like
1675,K02101.01,1.31,93.66,0.998,earth-like
1960,K02095.01,1.5,1813.0,0.998,earth-like
1649,K02028.01,3.19,8.17,0.998,neptune-like
1540,K01929.02,1.39,1068.95,0.998,earth-like
2675,K00367.01,4.52,24.94,0.998,neptune-like
1629,K02025.02,2.8,88.29,0.998,super-earth-like
2726,K03026.01,1.35,269.57,0.998,earth-like
2711,K00312.02,1.94,121.53,0.998,super-earth-like
1727,K02271.01,2.13,4.85,0.998,super-earth-like
2901,K00343.03,1.67,27.15,0.998,super-earth-like
1813,K02366.01,1.67,76.9,0.998,super-earth-like
1812,K02365.01,2.95,48.68,0.998,super-earth-like
1763,K02195.01,2.63,76.97,0.998,super-earth-like
2964,K00284.03,1.22,324.69,0.998,earth-like
2774,K03115.01,1.45,302.77,0.998,earth-like
1766,K02279.02,1.54,138.54,0.998,super-earth-like
1834,K02374.02,3.14,142.77,0.998,neptune-like
2794,K03120.01,1.43,535.42,0.998,earth-like
